data,ultimo,abertura,maxima,minima,variacao,acao,mes,ano
2025-02-13,124305.0,124372.0,124403.0,123778.0,-0.06,Ibovespa,fev,2025
2025-02-12,124380.0,126513.0,126513.0,124116.0,-1.69,Ibovespa,fev,2025
2025-02-11,126522.0,125571.0,126886.0,125570.0,0.76,Ibovespa,fev,2025
2025-02-10,125572.0,124619.0,126386.0,124619.0,0.76,Ibovespa,fev,2025
2025-02-07,124619.0,126219.0,126524.0,124320.0,-1.27,Ibovespa,fev,2025
2025-02-06,126225.0,125531.0,126399.0,125249.0,0.55,Ibovespa,fev,2025
2025-02-05,125534.0,125146.0,125846.0,124637.0,0.31,Ibovespa,fev,2025
2025-02-04,125147.0,125964.0,125964.0,124694.0,-0.65,Ibovespa,fev,2025
2025-02-03,125970.0,126135.0,126473.0,125566.0,-0.13,Ibovespa,fev,2025
2025-01-31,126135.0,126914.0,127532.0,126057.0,-0.61,Ibovespa,jan,2025
2025-01-30,126913.0,123433.0,127169.0,123432.0,2.82,Ibovespa,jan,2025
2025-01-29,123432.0,124056.0,124767.0,123278.0,-0.5,Ibovespa,jan,2025
2025-01-28,124056.0,124861.0,124881.0,123973.0,-0.65,Ibovespa,jan,2025
2025-01-27,124862.0,122443.0,124862.0,122207.0,1.97,Ibovespa,jan,2025
2025-01-24,122447.0,122483.0,122908.0,122196.0,-0.03,Ibovespa,jan,2025
2025-01-23,122483.0,122965.0,123958.0,122159.0,-0.4,Ibovespa,jan,2025
2025-01-22,122972.0,123345.0,123865.0,122926.0,-0.3,Ibovespa,jan,2025
2025-01-21,123338.0,122850.0,123462.0,122290.0,0.39,Ibovespa,jan,2025
2025-01-20,122855.0,122349.0,123172.0,121511.0,0.41,Ibovespa,jan,2025
2025-01-17,122350.0,121258.0,122674.0,121074.0,0.92,Ibovespa,jan,2025
2025-01-16,121234.0,122649.0,122660.0,120796.0,-1.15,Ibovespa,jan,2025
2025-01-15,122650.0,119309.0,122988.0,119303.0,2.81,Ibovespa,jan,2025
2025-01-14,119299.0,119007.0,119451.0,118223.0,0.25,Ibovespa,jan,2025
2025-01-13,119007.0,118856.0,119729.0,118743.0,0.13,Ibovespa,jan,2025
2025-01-10,118856.0,119781.0,120052.0,118732.0,-0.77,Ibovespa,jan,2025
2025-01-09,119781.0,119625.0,120145.0,119502.0,0.13,Ibovespa,jan,2025
2025-01-08,119625.0,121160.0,121160.0,119351.0,-1.27,Ibovespa,jan,2025
2025-01-07,121163.0,120022.0,121713.0,120022.0,0.95,Ibovespa,jan,2025
2025-01-06,120022.0,118534.0,120322.0,118534.0,1.26,Ibovespa,jan,2025
2025-01-03,118533.0,120125.0,120356.0,118404.0,-1.33,Ibovespa,jan,2025
2025-01-02,120125.0,120283.0,120782.0,119120.0,-0.13,Ibovespa,jan,2025
2024-12-30,120283.0,120267.0,121050.0,120158.0,0.01,Ibovespa,dez,2024
2024-12-27,120269.0,121078.0,121609.0,120252.0,-0.67,Ibovespa,dez,2024
2024-12-26,121078.0,120767.0,121612.0,120428.0,0.26,Ibovespa,dez,2024
2024-12-23,120767.0,122105.0,122105.0,120617.0,-1.09,Ibovespa,dez,2024
2024-12-20,122102.0,121183.0,122209.0,120700.0,0.75,Ibovespa,dez,2024
2024-12-19,121188.0,120768.0,121770.0,120768.0,0.34,Ibovespa,dez,2024
2024-12-18,120772.0,124699.0,124699.0,120457.0,-3.15,Ibovespa,dez,2024
2024-12-17,124698.0,123560.0,125301.0,123560.0,0.92,Ibovespa,dez,2024
2024-12-16,123560.0,124610.0,124956.0,123495.0,-0.84,Ibovespa,dez,2024
2024-12-13,124612.0,126102.0,126290.0,124578.0,-1.13,Ibovespa,dez,2024
2024-12-12,126042.0,129587.0,129587.0,125829.0,-2.74,Ibovespa,dez,2024
2024-12-11,129593.0,128228.0,130899.0,127362.0,1.06,Ibovespa,dez,2024
2024-12-10,128228.0,127213.0,128511.0,127213.0,0.8,Ibovespa,dez,2024
2024-12-09,127210.0,125946.0,127542.0,125946.0,1.0,Ibovespa,dez,2024
2024-12-06,125946.0,127856.0,127872.0,125833.0,-1.5,Ibovespa,dez,2024
2024-12-05,127858.0,126088.0,127989.0,126087.0,1.4,Ibovespa,dez,2024
2024-12-04,126087.0,126139.0,126720.0,125828.0,-0.04,Ibovespa,dez,2024
2024-12-03,126139.0,125235.0,126417.0,125233.0,0.72,Ibovespa,dez,2024
2024-12-02,125236.0,125668.0,125901.0,124734.0,-0.34,Ibovespa,dez,2024
2024-11-29,125668.0,124611.0,126056.0,123946.0,0.85,Ibovespa,nov,2024
2024-11-28,124610.0,127667.0,127668.0,124390.0,-2.4,Ibovespa,nov,2024
2024-11-27,127669.0,129923.0,130283.0,127669.0,-1.73,Ibovespa,nov,2024
2024-11-26,129922.0,129043.0,130361.0,129042.0,0.69,Ibovespa,nov,2024
2024-11-25,129036.0,129125.0,129495.0,128932.0,-0.07,Ibovespa,nov,2024
2024-11-22,129126.0,126944.0,129126.0,126944.0,1.74,Ibovespa,nov,2024
2024-11-21,126922.0,128197.0,128197.0,126594.0,-0.99,Ibovespa,nov,2024
2024-11-19,128197.0,127768.0,128579.0,127235.0,0.34,Ibovespa,nov,2024
2024-11-18,127768.0,127791.0,128277.0,127226.0,-0.02,Ibovespa,nov,2024
2024-11-14,127792.0,127734.0,128423.0,127389.0,0.05,Ibovespa,nov,2024
2024-11-13,127734.0,127698.0,128100.0,126869.0,0.03,Ibovespa,nov,2024
2024-11-12,127698.0,127873.0,128210.0,127411.0,-0.14,Ibovespa,nov,2024
2024-11-11,127874.0,127829.0,128095.0,127306.0,0.03,Ibovespa,nov,2024
2024-11-08,127830.0,129647.0,129647.0,126973.0,-1.43,Ibovespa,nov,2024
2024-11-07,129682.0,130341.0,131319.0,129406.0,-0.51,Ibovespa,nov,2024
2024-11-06,130341.0,130613.0,130670.0,128822.0,-0.24,Ibovespa,nov,2024
2024-11-05,130661.0,130515.0,130769.0,129692.0,0.11,Ibovespa,nov,2024
2024-11-04,130515.0,128130.0,130609.0,128128.0,1.87,Ibovespa,nov,2024
2024-11-01,128121.0,129718.0,129902.0,128070.0,-1.23,Ibovespa,nov,2024
2024-10-31,129713.0,130639.0,130798.0,129642.0,-0.71,Ibovespa,out,2024
2024-10-30,130639.0,130730.0,131027.0,130473.0,-0.07,Ibovespa,out,2024
2024-10-29,130730.0,131214.0,131765.0,130693.0,-0.37,Ibovespa,out,2024
2024-10-28,131213.0,129894.0,131421.0,129894.0,1.02,Ibovespa,out,2024
2024-10-25,129893.0,130067.0,130529.0,129806.0,-0.13,Ibovespa,out,2024
2024-10-24,130067.0,129233.0,130130.0,128798.0,0.65,Ibovespa,out,2024
2024-10-23,129233.0,129949.0,129949.0,128589.0,-0.55,Ibovespa,out,2024
2024-10-22,129951.0,130346.0,130346.0,129094.0,-0.31,Ibovespa,out,2024
2024-10-21,130362.0,130499.0,131124.0,130157.0,-0.11,Ibovespa,out,2024
2024-10-18,130499.0,130793.0,131725.0,130121.0,-0.22,Ibovespa,out,2024
2024-10-17,130793.0,131716.0,131716.0,129902.0,-0.73,Ibovespa,out,2024
2024-10-16,131750.0,131045.0,132233.0,130780.0,0.54,Ibovespa,out,2024
2024-10-15,131043.0,131005.0,131457.0,130200.0,0.03,Ibovespa,out,2024
2024-10-14,131005.0,129992.0,131220.0,129729.0,0.78,Ibovespa,out,2024
2024-10-11,129992.0,130354.0,130354.0,129338.0,-0.28,Ibovespa,out,2024
2024-10-10,130353.0,129963.0,130418.0,129835.0,0.3,Ibovespa,out,2024
2024-10-09,129962.0,131510.0,131520.0,129719.0,-1.18,Ibovespa,out,2024
2024-10-08,131512.0,132016.0,132016.0,130371.0,-0.38,Ibovespa,out,2024
2024-10-07,132018.0,131792.0,132943.0,131676.0,0.17,Ibovespa,out,2024
2024-10-04,131792.0,131672.0,131936.0,131156.0,0.09,Ibovespa,out,2024
2024-10-03,131672.0,133514.0,133514.0,131176.0,-1.38,Ibovespa,out,2024
2024-10-02,133515.0,132495.0,134922.0,132495.0,0.77,Ibovespa,out,2024
2024-10-01,132495.0,131817.0,133405.0,131817.0,0.51,Ibovespa,out,2024
2024-09-30,131816.0,132761.0,133120.0,131816.0,-0.69,Ibovespa,set,2024
2024-09-27,132730.0,133010.0,133923.0,132628.0,-0.21,Ibovespa,set,2024
2024-09-26,133010.0,131595.0,133313.0,131594.0,1.08,Ibovespa,set,2024
2024-09-25,131586.0,132156.0,132982.0,131489.0,-0.43,Ibovespa,set,2024
2024-09-24,132156.0,130570.0,133073.0,130570.0,1.22,Ibovespa,set,2024
2024-09-23,130568.0,131065.0,131065.0,130100.0,-0.38,Ibovespa,set,2024
2024-09-20,131065.0,133121.0,133128.0,130907.0,-1.55,Ibovespa,set,2024
2024-09-19,133123.0,133748.0,134759.0,133123.0,-0.47,Ibovespa,set,2024
2024-09-18,133748.0,134960.0,135203.0,133748.0,-0.9,Ibovespa,set,2024
2024-09-17,134960.0,135118.0,135118.0,134180.0,-0.12,Ibovespa,set,2024
2024-09-16,135118.0,134885.0,135715.0,134870.0,0.18,Ibovespa,set,2024
2024-09-13,134882.0,134031.0,135879.0,134031.0,0.64,Ibovespa,set,2024
2024-09-12,134029.0,134677.0,134777.0,133591.0,-0.48,Ibovespa,set,2024
2024-09-11,134677.0,134319.0,135087.0,133757.0,0.27,Ibovespa,set,2024
2024-09-10,134320.0,134738.0,134738.0,133754.0,-0.31,Ibovespa,set,2024
2024-09-09,134737.0,134574.0,135250.0,134399.0,0.12,Ibovespa,set,2024
2024-09-06,134572.0,136508.0,136653.0,134476.0,-1.41,Ibovespa,set,2024
2024-09-05,136502.0,136112.0,136656.0,135959.0,0.29,Ibovespa,set,2024
2024-09-04,136111.0,134359.0,136838.0,134359.0,1.31,Ibovespa,set,2024
2024-09-03,134353.0,134907.0,135011.0,134171.0,-0.41,Ibovespa,set,2024
2024-09-02,134906.0,136004.0,136004.0,134497.0,-0.81,Ibovespa,set,2024
2024-08-30,136004.0,136041.0,136139.0,134910.0,-0.03,Ibovespa,ago,2024
2024-08-29,136041.0,137349.0,137370.0,135858.0,-0.95,Ibovespa,ago,2024
2024-08-28,137344.0,136776.0,137469.0,135746.0,0.42,Ibovespa,ago,2024
2024-08-27,136776.0,136888.0,137213.0,136664.0,-0.08,Ibovespa,ago,2024
2024-08-26,136889.0,135608.0,137013.0,135596.0,0.94,Ibovespa,ago,2024
2024-08-23,135608.0,135174.0,136478.0,135174.0,0.32,Ibovespa,ago,2024
2024-08-22,135173.0,136462.0,136462.0,134836.0,-0.95,Ibovespa,ago,2024
2024-08-21,136464.0,136088.0,137040.0,136086.0,0.28,Ibovespa,ago,2024
2024-08-20,136087.0,135779.0,136330.0,135312.0,0.23,Ibovespa,ago,2024
2024-08-19,135778.0,133953.0,136179.0,133953.0,1.36,Ibovespa,ago,2024
2024-08-16,133953.0,134154.0,134781.0,133852.0,-0.15,Ibovespa,ago,2024
2024-08-15,134153.0,133319.0,134575.0,133319.0,0.63,Ibovespa,ago,2024
2024-08-14,133318.0,132398.0,133777.0,132112.0,0.69,Ibovespa,ago,2024
2024-08-13,132398.0,131115.0,132430.0,131115.0,0.98,Ibovespa,ago,2024
2024-08-12,131116.0,130615.0,131662.0,130615.0,0.38,Ibovespa,ago,2024
2024-08-09,130615.0,128662.0,130631.0,128662.0,1.52,Ibovespa,ago,2024
2024-08-08,128661.0,127515.0,128793.0,127515.0,0.9,Ibovespa,ago,2024
2024-08-07,127514.0,126268.0,127517.0,126268.0,0.99,Ibovespa,ago,2024
2024-08-06,126267.0,125270.0,126966.0,125261.0,0.8,Ibovespa,ago,2024
2024-08-05,125270.0,125851.0,125851.0,123073.0,-0.46,Ibovespa,ago,2024
2024-08-02,125854.0,127395.0,128104.0,125731.0,-1.21,Ibovespa,ago,2024
2024-08-01,127395.0,127652.0,128762.0,127150.0,-0.2,Ibovespa,ago,2024
2024-07-31,127652.0,126139.0,127853.0,126139.0,1.2,Ibovespa,jul,2024
2024-07-30,126139.0,126951.0,126951.0,125973.0,-0.64,Ibovespa,jul,2024
2024-07-29,126954.0,127492.0,127657.0,126606.0,-0.42,Ibovespa,jul,2024
2024-07-26,127492.0,125964.0,127700.0,125953.0,1.22,Ibovespa,jul,2024
2024-07-25,125954.0,126423.0,126423.0,125626.0,-0.37,Ibovespa,jul,2024
2024-07-24,126423.0,126596.0,126823.0,126218.0,-0.13,Ibovespa,jul,2024
2024-07-23,126590.0,127860.0,127860.0,126530.0,-0.99,Ibovespa,jul,2024
2024-07-22,127860.0,127616.0,128151.0,127456.0,0.19,Ibovespa,jul,2024
2024-07-19,127616.0,127652.0,128360.0,127413.0,-0.03,Ibovespa,jul,2024
2024-07-18,127652.0,129450.0,129454.0,127523.0,-1.39,Ibovespa,jul,2024
2024-07-17,129450.0,129112.0,129658.0,128741.0,0.26,Ibovespa,jul,2024
2024-07-16,129110.0,129322.0,129521.0,128761.0,-0.16,Ibovespa,jul,2024
2024-07-15,129321.0,128898.0,129485.0,128723.0,0.33,Ibovespa,jul,2024
2024-07-12,128897.0,128293.0,129015.0,128002.0,0.47,Ibovespa,jul,2024
2024-07-11,128294.0,127221.0,128326.0,127221.0,0.85,Ibovespa,jul,2024
2024-07-10,127218.0,127109.0,127769.0,126928.0,0.09,Ibovespa,jul,2024
2024-07-09,127108.0,126548.0,127295.0,125937.0,0.44,Ibovespa,jul,2024
2024-07-08,126548.0,126280.0,126551.0,125614.0,0.22,Ibovespa,jul,2024
2024-07-05,126267.0,126165.0,126662.0,125556.0,0.08,Ibovespa,jul,2024
2024-07-04,126164.0,125666.0,126660.0,125666.0,0.4,Ibovespa,jul,2024
2024-07-03,125662.0,124787.0,126581.0,124787.0,0.7,Ibovespa,jul,2024
2024-07-02,124787.0,124720.0,125491.0,124310.0,0.06,Ibovespa,jul,2024
2024-07-01,124718.0,123905.0,125220.0,123735.0,0.65,Ibovespa,jul,2024
2024-06-28,123907.0,124308.0,124500.0,123298.0,-0.32,Ibovespa,jun,2024
2024-06-27,124308.0,122642.0,124308.0,122642.0,1.36,Ibovespa,jun,2024
2024-06-26,122641.0,122331.0,122701.0,121402.0,0.25,Ibovespa,jun,2024
2024-06-25,122331.0,122634.0,122849.0,121997.0,-0.25,Ibovespa,jun,2024
2024-06-24,122637.0,121343.0,122840.0,121307.0,1.07,Ibovespa,jun,2024
2024-06-21,121341.0,120446.0,121580.0,120061.0,0.74,Ibovespa,jun,2024
2024-06-20,120446.0,120267.0,121607.0,120156.0,0.15,Ibovespa,jun,2024
2024-06-19,120261.0,119630.0,120383.0,118960.0,0.53,Ibovespa,jun,2024
2024-06-18,119630.0,119138.0,120109.0,118872.0,0.41,Ibovespa,jun,2024
2024-06-17,119138.0,119663.0,119663.0,118685.0,-0.44,Ibovespa,jun,2024
2024-06-14,119662.0,119558.0,120214.0,118828.0,0.08,Ibovespa,jun,2024
2024-06-13,119568.0,119936.0,120222.0,119171.0,-0.31,Ibovespa,jun,2024
2024-06-12,119936.0,121644.0,122483.0,119544.0,-1.4,Ibovespa,jun,2024
2024-06-11,121635.0,120760.0,121759.0,120757.0,0.73,Ibovespa,jun,2024
2024-06-10,120760.0,120769.0,121421.0,120540.0,-0.01,Ibovespa,jun,2024
2024-06-07,120767.0,122899.0,122899.0,120679.0,-1.73,Ibovespa,jun,2024
2024-06-06,122899.0,121408.0,123246.0,121377.0,1.23,Ibovespa,jun,2024
2024-06-05,121407.0,121803.0,122170.0,121253.0,-0.32,Ibovespa,jun,2024
2024-06-04,121802.0,122032.0,122032.0,120878.0,-0.19,Ibovespa,jun,2024
2024-06-03,122032.0,122100.0,122495.0,121496.0,-0.05,Ibovespa,jun,2024
2024-05-31,122098.0,122704.0,122837.0,121929.0,-0.5,Ibovespa,mai,2024
2024-05-29,122707.0,123780.0,123780.0,122458.0,-0.87,Ibovespa,mai,2024
2024-05-28,123780.0,124498.0,125392.0,123537.0,-0.58,Ibovespa,mai,2024
2024-05-27,124496.0,124297.0,124535.0,124081.0,0.15,Ibovespa,mai,2024
2024-05-24,124306.0,124731.0,125257.0,124259.0,-0.34,Ibovespa,mai,2024
2024-05-23,124729.0,125650.0,125665.0,124431.0,-0.73,Ibovespa,mai,2024
2024-05-22,125650.0,127412.0,127412.0,125524.0,-1.38,Ibovespa,mai,2024
2024-05-21,127412.0,127754.0,128272.0,127205.0,-0.27,Ibovespa,mai,2024
2024-05-20,127751.0,128151.0,128730.0,127488.0,-0.31,Ibovespa,mai,2024
2024-05-17,128151.0,128280.0,128464.0,127696.0,-0.1,Ibovespa,mai,2024
2024-05-16,128284.0,128029.0,128965.0,127922.0,0.2,Ibovespa,mai,2024
2024-05-15,128028.0,128514.0,128646.0,127029.0,-0.38,Ibovespa,mai,2024
2024-05-14,128515.0,128155.0,128965.0,127962.0,0.28,Ibovespa,mai,2024
2024-05-13,128155.0,127600.0,128669.0,127599.0,0.44,Ibovespa,mai,2024
2024-05-10,127600.0,128188.0,129022.0,127467.0,-0.46,Ibovespa,mai,2024
2024-05-09,128188.0,129468.0,129468.0,127376.0,-1.0,Ibovespa,mai,2024
2024-05-08,129481.0,129210.0,129564.0,128048.0,0.21,Ibovespa,mai,2024
2024-05-07,129210.0,128466.0,129745.0,128464.0,0.58,Ibovespa,mai,2024
2024-05-06,128466.0,128506.0,129181.0,128294.0,-0.03,Ibovespa,mai,2024
2024-05-03,128509.0,127130.0,128787.0,127130.0,1.09,Ibovespa,mai,2024
2024-05-02,127122.0,125926.0,127670.0,125926.0,0.95,Ibovespa,mai,2024
2024-04-30,125924.0,127352.0,127352.0,125856.0,-1.12,Ibovespa,abr,2024
2024-04-29,127352.0,126527.0,127352.0,126467.0,0.65,Ibovespa,abr,2024
2024-04-26,126526.0,124651.0,126826.0,124651.0,1.51,Ibovespa,abr,2024
2024-04-25,124646.0,124718.0,124732.0,123703.0,-0.08,Ibovespa,abr,2024
2024-04-24,124741.0,125149.0,125473.0,124556.0,-0.33,Ibovespa,abr,2024
2024-04-23,125148.0,125572.0,125826.0,124310.0,-0.34,Ibovespa,abr,2024
2024-04-22,125573.0,125124.0,126081.0,124633.0,0.36,Ibovespa,abr,2024
2024-04-19,125124.0,124197.0,125509.0,124056.0,0.75,Ibovespa,abr,2024
2024-04-18,124196.0,124171.0,125140.0,123397.0,0.02,Ibovespa,abr,2024
2024-04-17,124171.0,124389.0,125301.0,123642.0,-0.17,Ibovespa,abr,2024
2024-04-16,124389.0,125316.0,125316.0,123756.0,-0.75,Ibovespa,abr,2024
2024-04-15,125334.0,125946.0,126250.0,125034.0,-0.49,Ibovespa,abr,2024
2024-04-12,125946.0,127396.0,127640.0,125635.0,-1.14,Ibovespa,abr,2024
2024-04-11,127396.0,128051.0,128051.0,127069.0,-0.51,Ibovespa,abr,2024
2024-04-10,128054.0,129872.0,129872.0,127732.0,-1.41,Ibovespa,abr,2024
2024-04-09,129890.0,128858.0,129956.0,128826.0,0.8,Ibovespa,abr,2024
2024-04-08,128857.0,126796.0,129178.0,126796.0,1.63,Ibovespa,abr,2024
2024-04-05,126795.0,127422.0,127432.0,126394.0,-0.5,Ibovespa,abr,2024
2024-04-04,127428.0,127313.0,129627.0,127178.0,0.09,Ibovespa,abr,2024
2024-04-03,127318.0,127546.0,127694.0,126181.0,-0.18,Ibovespa,abr,2024
2024-04-02,127549.0,126990.0,127654.0,126669.0,0.44,Ibovespa,abr,2024
2024-04-01,126990.0,128106.0,128659.0,126772.0,-0.87,Ibovespa,abr,2024
2024-03-28,128106.0,127689.0,128364.0,127270.0,0.33,Ibovespa,mar,2024
2024-03-27,127691.0,126863.0,127756.0,126223.0,0.65,Ibovespa,mar,2024
2024-03-26,126863.0,126931.0,127193.0,126591.0,-0.05,Ibovespa,mar,2024
2024-03-25,126931.0,127027.0,127224.0,126750.0,-0.08,Ibovespa,mar,2024
2024-03-22,127027.0,128159.0,128159.0,126879.0,-0.88,Ibovespa,mar,2024
2024-03-21,128159.0,129125.0,129556.0,128093.0,-0.75,Ibovespa,mar,2024
2024-03-20,129125.0,127534.0,129210.0,127349.0,1.25,Ibovespa,mar,2024
2024-03-19,127529.0,126955.0,128000.0,126955.0,0.45,Ibovespa,mar,2024
2024-03-18,126954.0,126758.0,127540.0,126272.0,0.17,Ibovespa,mar,2024
2024-03-15,126742.0,127682.0,127957.0,126502.0,-0.74,Ibovespa,mar,2024
2024-03-14,127690.0,127992.0,128256.0,127192.0,-0.25,Ibovespa,mar,2024
2024-03-13,128006.0,127668.0,128530.0,127439.0,0.26,Ibovespa,mar,2024
2024-03-12,127668.0,126124.0,128039.0,126121.0,1.22,Ibovespa,mar,2024
2024-03-11,126124.0,127068.0,127068.0,126065.0,-0.75,Ibovespa,mar,2024
2024-03-08,127071.0,128335.0,128338.0,125802.0,-0.99,Ibovespa,mar,2024
2024-03-07,128340.0,128890.0,129188.0,128033.0,-0.43,Ibovespa,mar,2024
2024-03-06,128890.0,128099.0,129323.0,128099.0,0.62,Ibovespa,mar,2024
2024-03-05,128098.0,128336.0,128989.0,127823.0,-0.19,Ibovespa,mar,2024
2024-03-04,128341.0,129176.0,129307.0,128278.0,-0.65,Ibovespa,mar,2024
2024-03-01,129180.0,129026.0,129716.0,128717.0,0.12,Ibovespa,mar,2024
2024-02-29,129020.0,130155.0,130155.0,128669.0,-0.87,Ibovespa,fev,2024
2024-02-28,130155.0,131685.0,131685.0,129771.0,-1.16,Ibovespa,fev,2024
2024-02-27,131689.0,129613.0,131696.0,129613.0,1.61,Ibovespa,fev,2024
2024-02-26,129609.0,129417.0,129978.0,129077.0,0.15,Ibovespa,fev,2024
2024-02-23,129419.0,130240.0,130624.0,129077.0,-0.63,Ibovespa,fev,2024
2024-02-22,130241.0,130035.0,130829.0,129971.0,0.16,Ibovespa,fev,2024
2024-02-21,130032.0,129916.0,130034.0,129359.0,0.09,Ibovespa,fev,2024
2024-02-20,129916.0,129033.0,129916.0,128326.0,0.68,Ibovespa,fev,2024
2024-02-19,129036.0,128720.0,129036.0,128097.0,0.24,Ibovespa,fev,2024
2024-02-16,128726.0,127809.0,129069.0,127653.0,0.72,Ibovespa,fev,2024
2024-02-15,127804.0,127018.0,127824.0,126932.0,0.62,Ibovespa,fev,2024
2024-02-14,127018.0,128026.0,128026.0,126663.0,-0.79,Ibovespa,fev,2024
2024-02-09,128026.0,128216.0,128896.0,127579.0,-0.15,Ibovespa,fev,2024
2024-02-08,128217.0,129950.0,130126.0,127912.0,-1.33,Ibovespa,fev,2024
2024-02-07,129950.0,130412.0,130552.0,129426.0,-0.36,Ibovespa,fev,2024
2024-02-06,130416.0,127593.0,130417.0,127593.0,2.21,Ibovespa,fev,2024
2024-02-05,127593.0,127182.0,127834.0,126443.0,0.32,Ibovespa,fev,2024
2024-02-02,127182.0,128471.0,128878.0,126628.0,-1.01,Ibovespa,fev,2024
2024-02-01,128481.0,127752.0,128481.0,127284.0,0.57,Ibovespa,fev,2024
2024-01-31,127752.0,127402.0,129558.0,127326.0,0.28,Ibovespa,jan,2024
2024-01-30,127402.0,128492.0,128492.0,127105.0,-0.86,Ibovespa,jan,2024
2024-01-29,128503.0,128970.0,129068.0,127853.0,-0.36,Ibovespa,jan,2024
2024-01-26,128967.0,128196.0,129252.0,127869.0,0.62,Ibovespa,jan,2024
2024-01-25,128169.0,127815.0,128697.0,127803.0,0.28,Ibovespa,jan,2024
2024-01-24,127816.0,128275.0,129446.0,127680.0,-0.35,Ibovespa,jan,2024
2024-01-23,128263.0,126612.0,128331.0,126612.0,1.31,Ibovespa,jan,2024
2024-01-22,126602.0,127636.0,127843.0,125876.0,-0.81,Ibovespa,jan,2024
2024-01-19,127636.0,127319.0,127820.0,126533.0,0.25,Ibovespa,jan,2024
2024-01-18,127316.0,128524.0,129047.0,127316.0,-0.94,Ibovespa,jan,2024
2024-01-17,128524.0,129293.0,129296.0,128312.0,-0.6,Ibovespa,jan,2024
2024-01-16,129294.0,131515.0,131517.0,129147.0,-1.69,Ibovespa,jan,2024
2024-01-15,131521.0,130988.0,131606.0,130253.0,0.41,Ibovespa,jan,2024
2024-01-12,130988.0,130652.0,131927.0,130410.0,0.26,Ibovespa,jan,2024
2024-01-11,130649.0,130841.0,131308.0,129898.0,-0.15,Ibovespa,jan,2024
2024-01-10,130841.0,131447.0,131628.0,130438.0,-0.46,Ibovespa,jan,2024
2024-01-09,131447.0,132424.0,132426.0,131203.0,-0.74,Ibovespa,jan,2024
2024-01-08,132427.0,132023.0,132498.0,131015.0,0.31,Ibovespa,jan,2024
2024-01-05,132023.0,131218.0,132635.0,130579.0,0.61,Ibovespa,jan,2024
2024-01-04,131226.0,132831.0,132885.0,131024.0,-1.21,Ibovespa,jan,2024
2024-01-03,132834.0,132697.0,133576.0,132250.0,0.1,Ibovespa,jan,2024
2024-01-02,132697.0,134186.0,134195.0,132095.0,-1.11,Ibovespa,jan,2024
2023-12-28,134185.0,134194.0,134392.0,133832.0,-0.01,Ibovespa,dez,2023
2023-12-27,134194.0,133523.0,134195.0,133328.0,0.49,Ibovespa,dez,2023
2023-12-26,133533.0,132753.0,133645.0,132753.0,0.59,Ibovespa,dez,2023
2023-12-22,132753.0,132182.0,133035.0,132094.0,0.43,Ibovespa,dez,2023
2023-12-21,132182.0,130826.0,132277.0,130822.0,1.05,Ibovespa,dez,2023
2023-12-20,130804.0,131851.0,132341.0,130710.0,-0.79,Ibovespa,dez,2023
2023-12-19,131851.0,131088.0,132047.0,131086.0,0.59,Ibovespa,dez,2023
2023-12-18,131084.0,130202.0,131447.0,130198.0,0.68,Ibovespa,dez,2023
2023-12-15,130197.0,130842.0,131661.0,129884.0,-0.49,Ibovespa,dez,2023
2023-12-14,130842.0,129469.0,131260.0,129469.0,1.06,Ibovespa,dez,2023
2023-12-13,129465.0,126406.0,129793.0,126299.0,2.42,Ibovespa,dez,2023
2023-12-12,126403.0,126923.0,127359.0,126013.0,-0.4,Ibovespa,dez,2023
2023-12-11,126916.0,127093.0,127154.0,126526.0,-0.14,Ibovespa,dez,2023
2023-12-08,127094.0,126010.0,127289.0,125562.0,0.86,Ibovespa,dez,2023
2023-12-07,126010.0,125623.0,126581.0,125566.0,0.31,Ibovespa,dez,2023
2023-12-06,125623.0,126907.0,127538.0,125614.0,-1.01,Ibovespa,dez,2023
2023-12-05,126903.0,126802.0,127489.0,126491.0,0.08,Ibovespa,dez,2023
2023-12-04,126803.0,128183.0,128183.0,126643.0,-1.08,Ibovespa,dez,2023
2023-12-01,128185.0,127331.0,128185.0,126656.0,0.67,Ibovespa,dez,2023
2023-11-30,127331.0,126168.0,127399.0,126168.0,0.92,Ibovespa,nov,2023
2023-11-29,126166.0,126541.0,127388.0,126018.0,-0.29,Ibovespa,nov,2023
2023-11-28,126538.0,125726.0,126916.0,125388.0,0.64,Ibovespa,nov,2023
2023-11-27,125731.0,125517.0,125826.0,124840.0,0.17,Ibovespa,nov,2023
2023-11-24,125517.0,126553.0,126553.0,125341.0,-0.84,Ibovespa,nov,2023
2023-11-23,126576.0,126035.0,126760.0,125764.0,0.43,Ibovespa,nov,2023
2023-11-22,126035.0,125626.0,126875.0,125439.0,0.33,Ibovespa,nov,2023
2023-11-21,125626.0,125957.0,125957.0,125060.0,-0.26,Ibovespa,nov,2023
2023-11-20,125957.0,124773.0,126162.0,124773.0,0.95,Ibovespa,nov,2023
2023-11-17,124773.0,124639.0,125431.0,124547.0,0.11,Ibovespa,nov,2023
2023-11-16,124639.0,123165.0,124737.0,123165.0,1.2,Ibovespa,nov,2023
2023-11-14,123166.0,120411.0,123370.0,120411.0,2.29,Ibovespa,nov,2023
2023-11-13,120410.0,120561.0,120606.0,119878.0,-0.13,Ibovespa,nov,2023
